Dates,Season,MatchNo,Venue,Innings,3Batsman,3R,3B,3M,3NotOut,FoWR1,FoWO1,FoWM1,4Batsman,4R,4B,4M,4NotOut,FoWR2,FoWO2,FoWM2,Total
"20,21,22,23,24 March 2010 ",2009/10,1956,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Junaid Siddique,39,76.0,108,0,53,8.5,37,Jahurul Islam,0,6.0,5,0.0,119.0,22.1,145,419
"20,21,22,23,24 March 2010 ",2009/10,1956,"Shere Bangla National Stadium, Mirpur, Dhaka",2,KP Pietersen,45,99.0,112,0,29,13.4,51,PD Collingwood,0,3.0,7,0.0,105.0,40.4,271,496
"20,21,22,23,24 March 2010 ",2009/10,1956,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Junaid Siddique,34,113.0,122,0,23,6.2,25,Jahurul Islam,43,76.0,109,0.0,86.0,30.2,147,285
"20,21,22,23,24 March 2010 ",2009/10,1956,"Shere Bangla National Stadium, Mirpur, Dhaka",4,KP Pietersen,74,79.0,125,1,42,12.6,56,,,,,,,,,
"27,28,29,30,31 March 2010 ",2009/10,1957,"Seddon Park, Hamilton",1,RT Ponting (c),22,47.0,62,0,25,7.4,33,MEK Hussey,22,48.0,65,0.0,63.0,23.3,236,231
"27,28,29,30,31 March 2010 ",2009/10,1957,"Seddon Park, Hamilton",2,MS Sinclair,11,53.0,70,0,4,0.6,4,LRPL Taylor,138,104.0,180,0.0,30.0,18.5,139,264
"27,28,29,30,31 March 2010 ",2009/10,1957,"Seddon Park, Hamilton",3,RT Ponting (c),6,4.0,8,0,85,32.4,116,MEK Hussey,67,160.0,207,0.0,91.0,34.2,341,511
"27,28,29,30,31 March 2010 ",2009/10,1957,"Seddon Park, Hamilton",4,MS Sinclair,29,82.0,103,0,40,13.2,54,LRPL Taylor,22,42.0,65,0.0,53.0,17.5,157,302
"27,28,29,30,31 May 2010 ",2010,1958,"Lord's, London",1,IJL Trott,226,349.0,490,0,7,4.2,18,KP Pietersen,18,29.0,33,0.0,188.0,43.4,508,505
"27,28,29,30,31 May 2010 ",2010,1958,"Lord's, London",2,Junaid Siddique,58,113.0,140,0,88,21.6,92,Jahurul Islam,20,81.0,109,0.0,134.0,32.5,141,282
"27,28,29,30,31 May 2010 ",2010,1958,"Lord's, London",3,Junaid Siddique,74,162.0,248,0,185,38.2,157,Jahurul Islam,46,97.0,118,0.0,189.0,42.3,405,382
"27,28,29,30,31 May 2010 ",2010,1958,"Lord's, London",4,IJL Trott,36,75.0,77,1,67,11.2,46,KP Pietersen,10,13.0,9,1.0,147.0,32.3,112,163
"4,5,6 June 2010 ",2010,1959,"Old Trafford, Manchester",1,IJL Trott,3,5.0,8,0,44,11.1,46,KP Pietersen,64,81.0,109,0.0,48.0,13.1,105,419
"4,5,6 June 2010 ",2010,1959,"Old Trafford, Manchester",2,Junaid Siddique,1,13.0,29,0,126,23.6,103,Jahurul Islam,5,14.0,24,0.0,153.0,30.6,150,216
"4,5,6 June 2010 ",2010,1959,"Old Trafford, Manchester",3,Junaid Siddique,6,22.0,29,0,2,0.2,1,Mohammad Ashraful,14,14.0,31,0.0,14.0,5.6,30,123
"10,11,12,13 June 2010 ",2010,1960,"Queen's Park Oval, Port of Spain, Trinidad",1,HM Amla,2,9.0,,0,55,27.5,,JH Kallis,28,65.0,,0.0,60.0,30.2,,352
"10,11,12,13 June 2010 ",2010,1960,"Queen's Park Oval, Port of Spain, Trinidad",2,BP Nash,1,3.0,,0,7,7.6,,S Chanderpaul,26,85.0,,0.0,9.0,9.1,,102
"10,11,12,13 June 2010 ",2010,1960,"Queen's Park Oval, Port of Spain, Trinidad",3,HM Amla,5,20.0,,0,56,15.6,,JH Kallis,40,67.0,,0.0,79.0,22.2,,206
"10,11,12,13 June 2010 ",2010,1960,"Queen's Park Oval, Port of Spain, Trinidad",4,BP Nash,13,16.0,,0,2,1.1,,S Chanderpaul,15,48.0,,0.0,39.0,6.4,,293
"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",1,HM Amla,44,99.0,,0,99,23.1,,JH Kallis,110,227.0,,0.0,211.0,56.3,,543
"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",2,N Deonarine,65,131.0,,0,13,3.4,,S Chanderpaul,166,357.0,,0.0,106.0,31.1,,546
"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",3,HM Amla,41,84.0,,0,74,27.6,,JH Kallis,62,128.0,,1.0,131.0,50.4,,235
"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",1,N Deonarine,46,106.0,,0,12,3.5,,S Chanderpaul,22,63.0,,0.0,21.0,4.6,,231
"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",2,HM Amla,5,24.0,,0,17,2.1,,PL Harris,11,30.0,,0.0,41.0,10.1,,346
"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",3,N Deonarine,0,1.0,,0,27,4.4,,S Chanderpaul,71,179.0,,1.0,27.0,4.5,,161
"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",4,HM Amla,25,20.0,,0,14,2.1,,JH Kallis,0,15.0,,1.0,29.0,4.2,,49
"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",1,RT Ponting (c),26,39.0,66,0,8,4.4,19,MJ Clarke,47,77.0,110,0.0,51.0,16.6,206,253
"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",2,Azhar Ali,16,43.0,45,0,11,6.1,25,Umar Amin,1,3.0,8,0.0,45.0,16.6,169,148
"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",3,RT Ponting (c),0,6.0,9,0,61,16.3,77,MJ Clarke,12,25.0,29,0.0,73.0,18.3,244,334
"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",4,Azhar Ali,42,87.0,121,0,50,15.1,62,Umar Amin,33,55.0,93,0.0,152.0,46.6,233,289
"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,1,KC Sangakkara (c),103,145.0,198,0,55,10.1,52,DPMD Jayawardene,48,78.0,123,0.0,236.0,61.1,289,520
"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,2,R Dravid,18,33.0,64,0,2,0.2,2,SR Tendulkar,8,21.0,29,0.0,68.0,12.2,175,276
"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,3,R Dravid,44,152.0,209,0,0,0.3,2,SR Tendulkar,84,142.0,168,0.0,42.0,10.3,211,338
"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",1,RT Ponting (c),6,21.0,40,0,20,6.1,27,MJ Clarke,3,20.0,23,0.0,20.0,7.2,67,88
"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",2,Azhar Ali,30,66.0,77,0,80,19.4,79,Umar Amin,25,52.0,78,0.0,133.0,33.3,140,258
"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",3,RT Ponting (c),66,116.0,173,0,15,4.3,20,MJ Clarke,77,143.0,234,0.0,55.0,15.5,193,349
"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",4,Azhar Ali,51,108.0,146,0,27,5.1,22,Umar Amin,0,6.0,6,0.0,137.0,32.6,168,180
"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",1,KC Sangakkara (c),219,335.0,399,0,99,18.1,85,DPMD Jayawardene,174,244.0,358,0.0,273.0,71.6,484,642
"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",2,R Dravid,3,18.0,19,0,165,36.1,186,SR Tendulkar,203,347.0,516,0.0,169.0,37.5,194,707
"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",3,KC Sangakkara (c),42,114.0,135,1,50,8.1,41,DPMD Jayawardene,5,34.0,39,0.0,73.0,18.4,176,129
"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",1,IJL Trott,38,67.0,114,0,42,8.4,36,KP Pietersen,9,29.0,38,0.0,93.0,23.4,150,354
"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",2,Azhar Ali,14,48.0,64,0,5,4.4,18,Umar Amin,2,6.0,6,0.0,32.0,16.4,65,182
"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",3,IJL Trott,26,55.0,117,0,2,0.4,3,KP Pietersen,22,50.0,76,0.0,18.0,7.1,120,262
"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",4,Azhar Ali,0,2.0,2,0,10,3.1,14,Umar Amin,1,4.0,3,0.0,10.0,3.3,66,80
"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",1,KC Sangakkara (c),75,114.0,173,0,15,3.6,17,DPMD Jayawardene,56,154.0,188,0.0,102.0,24.3,190,425
"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",2,R Dravid,23,26.0,34,0,49,10.4,49,SR Tendulkar,41,72.0,88,0.0,92.0,17.4,194,436
"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",3,KC Sangakkara (c),28,49.0,79,0,32,9.5,47,S Randiv,6,37.0,32,0.0,39.0,11.6,126,267
"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",4,R Dravid,7,22.0,32,0,10,1.5,8,SR Tendulkar,54,122.0,186,0.0,27.0,9.1,68,258
"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",1,Azhar Ali,0,32.0,53,0,8,7.5,30,Shoaib Malik,3,4.0,6,0.0,9.0,13.1,55,72
"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",2,IJL Trott,55,125.0,229,0,44,11.3,53,KP Pietersen,80,147.0,246,0.0,44.0,12.6,282,251
"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",3,Azhar Ali,19,82.0,127,0,1,2.6,11,Shoaib Malik,3,23.0,37,0.0,53.0,29.3,129,296
"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",4,IJL Trott,53,101.0,138,1,7,2.4,11,,,,,,,,,
"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",1,IJL Trott,12,34.0,61,0,9,1.6,8,KP Pietersen,6,29.0,59,0.0,35.0,10.3,69,233
"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",2,Wahab Riaz,27,75.0,115,0,48,17.3,72,Salman Butt (c),17,24.0,35,0.0,48.0,18.2,187,308
"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",3,JM Anderson,11,30.0,49,0,4,0.4,3,IJL Trott,36,130.0,208,0.0,40.0,11.1,215,222
"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",4,Salman Butt (c),48,64.0,90,0,5,0.5,3,Mohammad Yousuf,33,56.0,89,0.0,57.0,11.3,93,148
"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",1,IJL Trott,184,383.0,554,0,31,11.1,54,KP Pietersen,0,1.0,5,0.0,39.0,12.6,608,446
"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",2,Salman Butt (c),26,58.0,85,0,9,3.3,17,Mohammad Yousuf,0,4.0,5,0.0,9.0,4.5,102,74
"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",3,Salman Butt (c),21,45.0,54,0,7,3.4,14,Mohammad Yousuf,10,19.0,47,0.0,9.0,6.2,68,147
"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,RT Ponting (c),71,124.0,154,0,13,4.2,21,MJ Clarke,14,39.0,47,0.0,154.0,41.4,461,428
"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,R Dravid,77,134.0,205,0,81,13.2,64,I Sharma,18,56.0,73,0.0,106.0,19.3,269,405
"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,RT Ponting (c),4,4.0,4,0,87,18.1,89,MJ Clarke,4,9.0,10,0.0,91.0,18.5,204,192
"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,R Dravid,13,28.0,34,0,0,0.4,3,SR Tendulkar,38,64.0,106,0.0,31.0,7.4,63,216
"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",1,RT Ponting (c),77,147.0,204,0,99,27.5,124,MJ Clarke,14,26.0,26,0.0,113.0,34.2,328,478
"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",2,R Dravid,1,7.0,7,0,37,8.2,39,SR Tendulkar,214,363.0,547,0.0,38.0,9.6,433,495
"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",3,RT Ponting (c),72,117.0,170,0,58,16.4,75,MJ Clarke,3,18.0,17,0.0,58.0,17.1,245,223
"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",4,CA Pujara,72,89.0,129,0,17,2.2,11,SR Tendulkar,53,77.0,125,1.0,89.0,15.2,140,207
"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1,R Dravid,104,227.0,274,0,60,11.6,54,SR Tendulkar,40,133.0,168,0.0,297.0,74.2,288,487
"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2,BJ Watling,6,22.0,29,0,8,2.4,12,LRPL Taylor,56,124.0,158,0.0,27.0,9.1,221,459
"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",3,R Dravid,1,16.0,19,0,0,0.3,2,SR Tendulkar,12,25.0,27,0.0,1.0,1.6,21,266
"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",4,BJ Watling,2,26.0,34,1,4,0.6,4,,,,,,,,,
"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,MJ Guptill,85,160.0,203,0,4,3.2,15,LRPL Taylor,24,53.0,67,0.0,151.0,49.5,374,350
"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,R Dravid,45,144.0,202,0,160,40.5,201,SR Tendulkar,13,28.0,52,0.0,160.0,41.3,206,472
"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,MJ Guptill,18,67.0,67,0,125,35.4,167,LRPL Taylor,7,19.0,28,0.0,174.0,53.6,543,448
"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,1,HM Amla,80,152.0,178,0,153,41.1,171,JH Kallis,73,156.0,249,0.0,190.0,52.1,216,380
"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,2,Azhar Ali,56,172.0,236,0,105,33.2,123,Younis Khan,35,85.0,116,0.0,111.0,38.4,359,248
"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,3,HM Amla,118,225.0,323,1,47,14.6,58,JH Kallis,135,218.0,280,1.0,76.0,26.5,381,318
"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,4,Azhar Ali,63,150.0,186,0,41,13.5,55,Younis Khan,131,230.0,344,1.0,75.0,32.1,241,343
"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,1,DM Bravo,58,159.0,187,0,110,24.5,115,S Chanderpaul,32,104.0,131,0.0,306.0,72.6,653,580
"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,2,KC Sangakkara (c),73,102.0,150,0,6,1.2,5,DPMD Jayawardene,59,104.0,149,0.0,61.0,14.6,155,378
"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,3,KC Sangakkara (c),4,7.0,9,0,102,26.5,119,DPMD Jayawardene,58,134.0,212,0.0,110.0,28.6,301,241
"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,LRPL Taylor,20,24.0,48,0,11,6.1,30,JD Ryder,59,113.0,183,0.0,16.0,8.4,78,193
"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,R Dravid,191,396.0,573,0,113,23.1,101,SR Tendulkar,61,129.0,162,0.0,192.0,44.1,674,566
"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,GJ Hopkins †,8,35.0,50,0,18,8.5,38,MJ Guptill,0,1.0,5,0.0,38.0,13.6,56,175
"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",1,HM Amla,4,10.0,8,0,2,1.3,6,JH Kallis,105,147.0,225,0.0,6.0,3.2,53,584
"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",2,Azhar Ali,90,175.0,233,0,2,0.3,2,Younis Khan,14,40.0,51,0.0,119.0,38.3,235,434
"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",3,AB de Villiers,25,29.0,36,0,81,15.2,69,JH Kallis,10,37.0,45,0.0,113.0,21.2,90,203
"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",4,Azhar Ali,28,135.0,183,1,66,20.3,86,Younis Khan,0,2.0,1,0.0,66.0,21.2,269,153
"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",1,KC Sangakkara (c),150,268.0,403,0,10,4.3,19,DPMD Jayawardene,2,7.0,6,0.0,31.0,12.5,422,387
"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",2,DM Bravo,80,129.0,181,0,7,2.4,12,S Chanderpaul,8,40.0,58,0.0,51.0,11.6,193,243
"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",3,KC Sangakkara (c),1,4.0,6,1,55,13.5,59,,,,,,,,,
"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",4,DM Bravo,0,19.0,20,1,9,4.6,22,S Chanderpaul,0,13.0,18,1.0,11.0,5.5,25,12
"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,IJL Trott,29,53.0,62,0,0,0.3,2,KP Pietersen,43,70.0,95,0.0,41.0,13.6,283,260
"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,RT Ponting (c),10,26.0,34,0,78,25.2,113,MJ Clarke,9,50.0,76,0.0,96.0,33.2,159,481
"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,IJL Trott,135,266.0,362,1,188,66.2,267,,,,,,,,,
"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,RT Ponting (c),51,43.0,96,1,5,5.2,22,,,,,,,,,
"1,2,3,4,5 December 2010 ",2010/11,1982,Pallekele International Cricket Stadium,1,DM Bravo,68,117.0,195,0,0,0.1,1,S Chanderpaul,54,145.0,191,0.0,115.0,32.2,196,303
"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,1,RT Ponting (c),0,1.0,2,0,0,0.4,2,MJ Clarke,2,6.0,7,0.0,0.0,0.5,127,245
"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,2,IJL Trott,78,144.0,213,0,3,1.3,4,KP Pietersen,227,308.0,428,0.0,176.0,48.3,428,620
"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,3,RT Ponting (c),9,19.0,21,0,84,29.2,108,MJ Clarke,80,139.0,170,0.0,98.0,35.2,174,304
"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",1,RT Ponting (c),12,10.0,11,0,2,1.6,10,MJ Clarke,4,10.0,13,0.0,17.0,4.5,72,268
"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",2,IJL Trott,4,8.0,7,0,78,24.1,91,KP Pietersen,0,3.0,2,0.0,82.0,26.3,125,187
"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",3,RT Ponting (c),1,9.0,17,0,31,12.2,51,MJ Clarke,20,18.0,21,0.0,34.0,16.1,221,309
"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",4,IJL Trott,31,61.0,85,0,23,6.1,24,KP Pietersen,3,23.0,36,0.0,37.0,9.5,109,123
"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",1,R Dravid,14,42.0,61,0,1,2.1,9,SR Tendulkar,36,34.0,61,0.0,24.0,12.6,62,136
"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",2,HM Amla,140,202.0,296,0,111,26.3,133,JH Kallis,201,270.0,389,1.0,166.0,40.1,429,620
"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",3,R Dravid,43,109.0,159,0,137,29.3,141,I Sharma,23,51.0,69,0.0,170.0,39.2,187,459
"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,1,RT Ponting (c),10,38.0,52,0,15,3.2,14,MJ Clarke,20,54.0,89,0.0,37.0,13.1,59,98
"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,2,IJL Trott,168,345.0,486,1,159,51.1,212,KP Pietersen,51,89.0,127,0.0,170.0,55.3,698,513
"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,3,RT Ponting (c),20,73.0,101.0,0,53,11.3,49.0,MJ Clarke,13,66.0,81.0,0.0,99.0,31.6,136.0,258
"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",1,R Dravid,25,68.0,121,0,43,10.4,47,SR Tendulkar,13,22.0,42,0.0,48.0,12.5,168,205
"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",2,HM Amla,33,46.0,106,0,23,4.6,22,JH Kallis,10,17.0,27,0.0,46.0,10.3,128,131
"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",3,R Dravid,2,7.0,17,0,42,9.1,43,SR Tendulkar,6,10.0,22,0.0,44.0,10.3,54,228
"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",4,HM Amla,16,16.0,19,0,63,12.1,62,JH Kallis,17,52.0,77,0.0,82.0,15.4,78,215
"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",1,HM Amla,59,80.0,110,0,17,6.3,30,JH Kallis,161,291.0,459,0.0,34.0,13.3,140,362
"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",2,R Dravid,5,16.0,21,0,19,6.3,28,SR Tendulkar,146,314.0,465,0.0,28.0,10.5,318,364
"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",3,PL Harris,0,8.0,9,0,50,13.4,76,HM Amla,2,11.0,21,0.0,52.0,15.2,97,341
"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",4,R Dravid,31,112.0,149,0,27,11.6,57,SR Tendulkar,14,91.0,146,1.0,106.0,48.5,271,166
"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,1,UT Khawaja,37,95.0,120,0,55,29.3,121,MJ Clarke (c),4,21.0,25,0.0,105.0,44.3,182,280
"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,2,IJL Trott,0,6.0,6,0,98,22.2,92,KP Pietersen,36,70.0,87,0.0,99.0,23.3,488,644
"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,3,UT Khawaja,21,73.0,89,0,46,12.4,51,MJ Clarke (c),41,73.0,96,0.0,52.0,19.2,140,281
"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",1,MJ Guptill,50,164.0,227,0,9,1.5,9,LRPL Taylor,6,27.0,28,0.0,92.0,30.2,236,275
"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",2,Azhar Ali,24,55.0,88,0,0,0.4,2,Younis Khan,23,24.0,46,0.0,72.0,22.2,126,367
"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",3,MJ Guptill,11,35.0,42,0,36,11.6,54,LRPL Taylor,8,21.0,36,0.0,44.0,16.3,73,110
"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",1,KS Williamson,21,34.0,53,0,3,0.6,4,LRPL Taylor,78,168.0,251,0.0,46.0,12.1,143,356
"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",2,Azhar Ali,67,169.0,210,0,2,1.5,7,Younis Khan,73,161.0,238,0.0,134.0,49.5,217,376
"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",3,KS Williamson,15,43.0,73,0,120,35.3,167,LRPL Taylor,52,101.0,135,0.0,166.0,52.4,246,293
"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",4,Azhar Ali,10,22.0,41,0,4,1.1,6,Younis Khan,81,155.0,191,0.0,35.0,10.1,61,226
"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",1,DM Bravo,25,85.0,101,0,15,5.4,22,RR Sarwan,23,79.0,100,0.0,71.0,33.3,181,226
"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",2,Azhar Ali,34,73.0,106,0,5,1.2,6,Misbah-ul-Haq (c),2,13.0,11,0.0,57.0,22.2,112,160
"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",3,DM Bravo,8,27.0,27,0,3,1.1,5,KAJ Roach,3,18.0,19,0.0,23.0,7.3,67,152
"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",4,Azhar Ali,0,2.0,1,0,2,1.3,7,Asad Shafiq,42,110.0,147,0.0,2.0,1.5,14,178
"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",1,Azhar Ali,67,196.0,230,0,17,7.3,32,Asad Shafiq,0,8.0,9,0.0,22.0,9.1,262,272
"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",2,DM Bravo,24,87.0,123,0,0,0.2,1,RR Sarwan,20,32.0,46,0.0,22.0,5.4,124,223
"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",3,Azhar Ali,53,90.0,101,0,82,25.5,102,Asad Shafiq,4,23.0,25,0.0,158.0,53.3,419,377
"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",4,DM Bravo,50,144.0,179,0,5,2.3,10,RR Sarwan,0,4.0,8,0.0,59.0,17.5,189,230
"26,27,28,29,30, May 2011 ",2011,1994,"Sophia Gardens, Cardiff",1,KC Sangakkara,11,16.0,26,0,93,32.4,145,DPMD Jayawardene,4,35.0,46,0.0,114.0,39.6,275,400
"26,27,28,29,30, May 2011 ",2011,1994,"Sophia Gardens, Cardiff",2,JM Anderson,1,16.0,13,0,46,19.1,79,IJL Trott,203,409.0,517,0.0,47.0,22.5,399,496
